run_id,avg,max
0,46.42404585523104,147.42129903177533
1,45.409985826570654,147.17784349192107
2,45.277360829041044,142.96312485727822
3,45.072607265185056,143.98512612843643
4,45.25498772678911,142.92244261527117
5,45.461011329222444,148.53217071987007
6,45.925956291594474,149.79424771445417
7,45.403426016803884,144.55585710857974
8,46.11946457974078,154.47706115301924
9,45.55256526271572,145.38287795576167
10,45.24956151980444,143.55183178461522
11,46.32591629208692,149.102816153945
12,45.641607818725554,148.34217835621774
13,45.05098523703981,145.20652857069103
14,45.65181257324854,142.9060021390418
15,45.86695269008712,148.49339413371035
16,45.247098813864056,144.57681994055818
17,45.7391503844016,144.02417358027878
18,45.819576547156174,148.0878033877284
19,45.65801027662587,143.01719500905688
20,45.16757581107442,144.4201662144244
21,45.624907845418456,150.09730400948695
22,45.32091390607364,142.6580595638544
23,45.12747506787646,146.68487244463188
24,46.07444751935332,147.8572261539448
25,45.31658932608879,146.05927197244625
26,45.54200262528631,148.57216695116665
27,45.82207972058753,146.02665366595465
28,45.50937804407932,145.17819777321313
29,45.51640898880261,146.8868875101266
30,45.661689309021725,146.11328932618807
31,45.694016462993616,157.22258518156912
32,46.26541429377411,162.42298164690737
33,45.86016463795978,145.62081669759363
34,45.71677323604821,146.0275784695318
35,45.55354641277928,142.87376290261454
36,45.27561105849813,144.12098497650345
37,45.65934439675378,146.08341870183983
38,45.81830386520596,145.11750155167113
39,45.55595478914344,148.80189816118883
40,45.6669610292715,146.5945526913871
41,45.617620569253745,143.33694624682698
42,46.06624891484503,145.48013836371638
43,45.438009084005756,150.77951417275324
44,45.00370026756798,145.11837929984324
45,46.13177136959366,144.2815510571711
46,45.995063798624315,149.13794581577054
47,45.55382302314683,145.47619877086277
48,46.19465721367363,144.42745168957003
49,45.42951799417421,146.62679460927757
50,45.22230997273031,147.71208464934466
51,45.50828874295213,142.39921482682354
52,45.634892975468475,145.68368597001313
53,45.84879822793089,144.67268586221178
54,44.9917362292129,146.94317067677662
55,46.22336657259605,145.2681824480892
56,45.38247268717122,149.12955426433183
57,45.6654564647078,143.59653667455268
58,45.561971700029154,144.3720392121893
59,45.720131804840925,148.87112529198714
60,46.284161861627815,145.62971355028753
61,46.068533904963836,147.69523784294142
62,45.40467613748177,145.39823810142292
63,45.25354904629334,145.95218458825593
64,46.23600194799264,147.70123673764363
65,45.54209385169994,147.93293078732017
66,45.3663081197368,146.81772303765536
67,45.64379317853116,144.81306077334216
68,45.381992420370835,144.68899983120514
69,45.88004503795976,152.36708746715397
70,44.976487327082324,143.20212395660877
71,45.349285824985344,149.3071428667825
72,45.349543514219675,145.04792684032878
73,45.73107362186936,153.284773937904
74,45.52069908320073,142.75582511790356
75,45.8537307215374,143.55342464296734
76,45.24940053628542,144.1044140007528
