run_id,avg,max
0,51.53485130307863,322.29414342542634
1,50.72824848984238,312.0503940319916
2,50.913961501963406,321.4427904146188
3,49.907848500228305,300.31231445712285
4,51.004515307274254,339.8771449550178
5,50.63419615078617,314.3380716743917
6,51.286541332704694,313.1673085124445
7,50.72585537052163,323.6392693222548
8,50.760682478085,302.5781784047067
9,50.900732321740215,323.2507153963177
10,50.77176711011902,327.4333760048685
11,49.850842992446445,323.38822569664956
12,50.36901673608385,323.8376170986843
13,50.74910917773416,295.83728780198624
14,50.7312131720805,284.8308686903491
15,50.37863813515395,325.96526442787376
16,51.71408274347237,300.1315332045649
17,50.216893284174866,317.5428229622412
18,51.17495204255778,341.1593399858125
19,51.01896845582389,326.30504232165174
20,50.35352031596147,323.04001613106766
21,50.754645694043454,308.18446155907657
22,51.12161185297572,337.78866006119904
23,50.60759928587211,319.82540869247225
24,52.125681439452386,341.2136270964536
25,50.00735127492898,306.54741286445915
26,50.84969438473412,321.7755250579262
27,51.681361849944594,321.6701812041995
28,50.561979982081326,319.50545914881616
29,50.770599246985135,318.6474812725205
30,50.21614374348624,333.8219745093746
31,50.59205185351367,312.02179078700306
32,50.08345281126955,304.336766568989
33,51.910680923106966,341.76427125392854
34,51.04527594126493,334.9104076183205
35,51.26591970484053,311.00039940959005
36,49.986501135615924,300.18452445792695
37,50.78325022222727,313.0113249614103
38,50.81607047625256,321.1880152945653
39,49.31051807093638,304.656546880616
40,51.4657288572932,327.38084162798805
41,51.21006114526782,310.7078695379005
42,50.33565796412789,321.85127279232427
43,50.7324802361857,322.46303020928167
44,51.28717910341822,323.1112235277327
45,50.70987555896126,299.0302704243112
46,50.00112851579108,317.91389463730343
47,50.35199867310375,323.007433652754
48,51.87573617912135,322.8322856167076
49,50.1944869439999,319.4967145850246
50,51.69632699162133,308.0132396044098
51,50.280546753878234,301.21581766344116
52,50.51265879487203,326.89598015339516
53,50.665572517123806,329.48802855302665
54,51.171871473671885,320.6282926094352
55,50.623681498882,311.3603568953623
56,50.51802710890583,291.9949994878925
57,51.248152269152605,335.3869456802654
58,50.85205460299616,322.6184315306481
59,51.29089139087118,318.17382623961976
60,50.69771129149262,327.6306428593293
61,50.84663997548973,290.6129892721899
62,50.38413175074128,314.361933740013
63,50.21328102147209,310.1069939978669
64,50.68040712005836,298.3832527787506
65,50.32325062425269,316.5332511292328
66,50.63096049466873,298.5284039606712
67,49.898272922770104,308.7830354970172
68,50.03549902854682,324.81279195972263
69,50.664536677164925,328.5683264973776
70,51.58184010869931,324.7008747352809
71,51.66322959169577,343.2818703963213
72,51.460756540353636,267.6976289014119
73,49.4523761300037,302.09563868684245
74,50.737686434547825,314.87170531489244
75,51.09348877809347,298.1837281984376
76,50.74126779207781,312.8968279422404
77,50.286259024715136,325.3190378371131
78,51.526301968174394,341.3680131439494
79,51.278428706897856,336.5720973148732
80,50.41094607791309,314.5405897998098
81,51.257885029317634,338.1906705684835
82,51.173111976001856,339.5196234896763
83,51.134053334833105,344.14053195765655
84,51.156680912669884,319.319259208096
85,51.86721984003028,321.9124185835045
86,50.828893987111954,342.75425058768315
87,51.63395724747048,338.31674972469443
88,50.87273494233043,338.16516789063724
89,51.76602344173726,342.7568375598157
90,49.19410513532677,307.9204398693489
91,50.27414675576319,325.0184898167158
92,50.319159373969214,327.1050209320832
93,51.59917982798819,336.4103899005661
94,51.723914707010444,293.18753091079236
95,50.23154858647964,303.04830285020023
96,50.644956726271346,290.21302536208395
97,51.105473888250536,324.059262042857
98,50.627275834103045,319.80207697238745
99,51.488215963895335,336.3822719542252
100,50.205254657610176,314.1744542500742
101,50.700954213621294,340.5196497807988
102,50.74422953467549,314.48619482416086
103,51.576858623734445,318.40245984551655
104,51.03631270060721,343.7004114175762
105,50.05733066280626,323.36000298763054
106,51.46611155443783,306.88396379464996
107,51.08062283176152,337.8530189695214
108,50.218068191376254,328.5793803175841
109,51.396705798304694,321.5832802279359
110,52.089073055569905,324.9037670086756
111,50.81772946162377,324.02619991391157
112,51.4256511394862,294.72295276657735
113,51.169249857503154,327.67143575328635
114,51.12119807802972,340.9120962074504
115,50.834580605796155,281.1004613055202
